id,x1,x2,x3,y
5791,0.39,3,3,81.9
5792,0.61,5,4,81.2
5793,0.9,8,4,78.4
5794,0.77,8,3,99
5795,0.65,5,3,91.9
5796,0.44,2,3,79.9
5797,0.78,3,4,89.6
5798,0.89,3,1,100
5799,0.81,5,3,96.6
5800,0.79,6,1,100
5801,0.52,7,3,83.6
5802,0.47,5,2,80.8
5803,0.48,5,4,93
5804,0.33,2,3,95.2
5805,0.62,3,1,90.1
5806,0.61,7,1,82.6
5807,0.6,7,3,93
5808,0.49,3,3,87.8
5809,0.55,4,2,80.6
5810,0.37,4,3,82.2
5811,0.87,3,1,98.8
5812,0.26,3,2,88.5
5813,0.24,8,3,93
5814,0.21,4,4,90.2
5815,0.63,6,2,87.3
5816,0.31,6,3,83
5817,0.43,6,3,84.3
5818,0.79,8,1,95.2
5819,0.42,6,4,83.3
5820,0.31,6,4,77
5821,0.49,6,2,94.5
5822,0.48,4,2,90.8
5823,0.61,2,4,82.5
5824,0.72,8,2,97.6
5825,0.38,2,4,79.2
5826,0.24,5,4,77.1
5827,0.8,5,1,100
5828,0.83,4,2,100
5829,0.26,4,1,92.5
5830,0.58,3,1,100
5831,0.33,5,1,89.2
5832,0.54,4,2,84.6
5833,0.27,7,3,77.4
5834,0.59,4,1,88.9
5835,0.74,4,2,82.7
5836,0.76,5,3,84.2
5837,0.4,5,2,87.9
5838,0.42,3,4,74.7
5839,0.36,4,3,79.5
5840,0.6,2,1,99
5841,0.74,6,2,84.8
5842,0.61,2,2,98.2
5843,0.75,6,1,92.5
5844,0.69,5,3,99.6
5845,0.64,4,2,99.7
5846,0.54,8,1,95.8
5847,0.31,5,2,85.6
5848,0.74,8,2,84.6
5849,0.26,5,3,89.5
5850,0.52,7,2,90.2
5851,0.74,3,4,93.1
5852,0.51,2,2,93.7
5853,0.81,6,2,94
5854,0.41,8,3,95
5855,0.51,4,2,87.1
5856,0.39,4,2,93.1
5857,0.43,6,2,92.7
5858,0.83,2,4,95.3
5859,0.78,6,3,86.1
5860,0.82,5,3,95.5
5861,0.44,8,3,90.4
5862,0.46,4,2,95.8
5863,0.25,4,3,82.1
5864,0.46,5,1,95.3
5865,0.85,3,3,88.7
5866,0.21,5,4,81.6
5867,0.87,3,1,91.1
5868,0.83,7,3,97.5
5869,0.21,8,1,98.1
5870,0.24,3,2,94.2
5871,0.27,2,3,88.2
5872,0.81,3,1,100
5873,0.37,5,3,75.9
5874,0.55,4,3,82.1
5875,0.24,6,1,100
5876,0.72,8,2,99
5877,0.46,3,1,89.2
5878,0.21,3,2,85.5
5879,0.77,6,2,95.9
5880,0.49,6,2,76.7
5881,0.78,4,2,100
5882,0.81,2,4,92.2
5883,0.66,2,1,95.9
5884,0.55,7,1,94.6
5885,0.43,8,1,91.5
5886,0.43,4,3,84.1
5887,0.82,3,2,95.1
5888,0.67,7,1,90.3
5889,0.56,3,2,99.9
5890,0.56,2,1,82.9
5891,0.44,7,1,94.9
5892,0.29,3,1,84.4
5893,0.65,3,2,99.6
5894,0.36,3,2,95.5
5895,0.53,4,3,83.9
5896,0.77,7,1,82.7
5897,0.3,6,3,71.7
5898,0.59,2,2,86.7
5899,0.87,7,4,85.9
5900,0.46,2,1,87.1
5901,0.69,7,1,85.3
5902,0.68,7,2,90.3
5903,0.32,5,2,84.8
5904,0.3,7,4,83.9
5905,0.64,4,4,73.2
5906,0.38,8,4,95.2
5907,0.52,8,2,91.4
5908,0.72,5,2,93.8
5909,0.31,4,3,93.1
5910,0.27,6,1,90
5911,0.82,7,2,88.9
5912,0.21,5,3,76.3
5913,0.63,5,4,91.7
5914,0.62,4,4,82.5
5915,0.5,5,4,94.2
5916,0.3,3,2,95.2
5917,0.67,3,2,94.2
5918,0.6,8,1,100
5919,0.47,5,3,83.9
5920,0.77,4,1,100
5921,0.8,7,3,98.6
5922,0.89,3,3,96.3
5923,0.89,5,4,91.4
5924,0.77,3,2,100
5925,0.79,6,1,82.7
5926,0.8,2,4,86.4
5927,0.69,8,3,79.5
5928,0.46,5,3,77
5929,0.6,4,2,91.1
5930,0.64,2,1,97.2
5931,0.82,2,4,86.1
5932,0.49,6,3,82.1
5933,0.75,7,4,86.3
5934,0.6,4,3,84.3
5935,0.76,2,3,85.8
5936,0.85,7,2,82.9
5937,0.22,4,4,80.8
5938,0.35,6,4,80.1
5939,0.35,3,3,85.3
5940,0.22,4,2,87.5
5941,0.62,4,3,85.9
5942,0.52,5,4,82.9
5943,0.68,8,2,81.3
5944,0.54,6,2,83.8
5945,0.25,4,1,83.5
5946,0.57,6,2,84
5947,0.41,5,3,81
5948,0.47,5,4,84.6
5949,0.23,6,1,81.2
5950,0.87,6,3,100
5951,0.64,7,2,82.5
5952,0.9,8,4,84.9
5953,0.34,2,2,91.7
5954,0.54,6,3,88.1
5955,0.35,8,3,90.4
5956,0.22,7,3,88.9
5957,0.83,5,2,93.2
5958,0.59,2,2,91.1
5959,0.67,6,2,93.4
5960,0.38,6,2,83.6
5961,0.78,2,4,95.4
5962,0.33,7,1,93.4
5963,0.82,4,2,93.3
5964,0.29,7,1,95.3
5965,0.27,4,2,99.4
5966,0.74,6,1,100
5967,0.74,5,3,97.3
5968,0.29,2,2,95.8
5969,0.53,6,3,93.9
5970,0.22,8,4,97.9
5971,0.44,7,3,98.3
5972,0.22,5,2,81.8
5973,0.48,5,2,93.8
5974,0.46,7,2,98.8
5975,0.68,3,2,96.1
5976,0.67,7,4,89.2
5977,0.55,7,4,83.3
5978,0.32,5,4,93.1
5979,0.26,4,1,82.9
5980,0.38,5,3,84.3
5981,0.75,6,2,91.7
5982,0.31,3,2,95.9
5983,0.32,7,1,91.2
5984,0.68,6,3,92.4
5985,0.49,8,3,89.8
5986,0.2,5,2,90
5987,0.57,5,2,88.2
5988,0.8,5,2,100
5989,0.36,5,3,93.1
5990,0.6,5,3,78.2
5991,0.76,6,3,84.9
5992,0.45,6,2,89.2
5993,0.89,3,1,95.3
5994,0.47,8,2,96.5
5995,0.56,4,4,82.5
5996,0.79,3,2,96.3
5997,0.3,2,2,91
5998,0.4,7,3,84.6
5999,0.58,4,1,91.6
6000,0.48,3,3,90.9
6001,0.81,6,2,89.5
6002,0.82,3,2,84.1
6003,0.6,5,3,89.4
6004,0.65,3,2,97.7
6005,0.88,7,4,82.8
6006,0.45,4,2,91.9
6007,0.53,5,4,93.2
6008,0.36,4,2,98.2
6009,0.61,7,3,85.7
6010,0.26,8,2,92.5
6011,0.32,6,4,92.8
6012,0.42,6,4,73.9
6013,0.74,4,1,81.1
6014,0.22,4,4,83.5
6015,0.37,7,3,83.1
6016,0.29,5,3,77
6017,0.31,5,1,91.3
6018,0.72,7,4,77.1
6019,0.67,6,2,100
6020,0.28,6,4,87.1
6021,0.68,4,2,91
6022,0.32,6,4,78.4
6023,0.42,4,2,85.8
6024,0.4,7,2,89.7
6025,0.34,6,4,91.4
6026,0.7,3,3,100
6027,0.22,2,3,79.7
6028,0.37,5,1,93.1
6029,0.89,3,2,90.1
6030,0.5,2,2,88.6
6031,0.58,5,2,81.6
6032,0.65,2,2,86.9
6033,0.31,2,2,83
6034,0.79,4,2,87.8
6035,0.64,5,4,96.1
6036,0.87,4,3,95.2
6037,0.39,5,2,91.5
6038,0.51,4,4,81.8
6039,0.34,7,3,96.5
6040,0.37,5,3,80.2
6041,0.53,8,2,85.6
6042,0.68,3,2,96.7
6043,0.23,2,4,89.3
6044,0.31,5,4,88.6
6045,0.29,3,2,82.1
6046,0.72,3,2,92.4
6047,0.77,4,4,83.4
6048,0.83,3,3,86.3
6049,0.57,3,3,99.2
6050,0.25,6,1,84.5
6051,0.65,4,2,100
6052,0.44,3,4,75
6053,0.75,4,4,81
6054,0.32,2,2,86.5
6055,0.82,2,3,82.2
6056,0.65,7,2,87.3
6057,0.44,3,4,75.1
6058,0.61,4,3,87.2
6059,0.26,8,2,80.8
6060,0.65,6,2,92.2
6061,0.82,5,1,92.1
6062,0.7,4,3,97.1
6063,0.66,3,3,77.4
6064,0.82,3,2,95.5
6065,0.68,5,2,100
6066,0.45,4,2,95.4
6067,0.8,8,2,85.3
6068,0.82,3,1,90.9
6069,0.22,6,3,83.5
6070,0.38,4,4,86.2
6071,0.82,4,3,90.4
6072,0.74,6,2,100
6073,0.58,8,3,88.8
6074,0.22,8,2,82.8
6075,0.82,2,1,90.2
6076,0.23,3,1,96.1
6077,0.68,3,1,100
6078,0.77,7,3,94.7
6079,0.29,3,2,93.1
6080,0.82,3,2,84.4
6081,0.63,6,2,87.1
6082,0.66,3,2,87.8
6083,0.22,6,2,95.7
6084,0.21,5,2,74.1
6085,0.87,2,3,100
6086,0.47,3,2,78.4
6087,0.84,3,3,80.1
6088,0.39,7,4,75.8
6089,0.38,5,4,87.2
6090,0.52,4,3,92.2
6091,0.8,3,3,93
6092,0.25,8,4,92.3
6093,0.38,4,3,85.4
6094,0.32,2,2,82
6095,0.56,7,3,85.8
6096,0.32,6,3,84.8
6097,0.63,3,4,82
6098,0.81,5,2,93.2
6099,0.52,7,4,94.6
6100,0.71,7,1,100
6101,0.84,4,3,100
6102,0.36,3,3,97.4
6103,0.62,5,2,93.3
6104,0.46,6,1,89.8
6105,0.68,5,2,92.7
6106,0.56,5,2,82.1
6107,0.66,6,2,100
6108,0.43,7,1,91.2
6109,0.68,7,3,94.8
6110,0.68,5,4,89.2
6111,0.57,7,2,80
6112,0.26,7,3,85.4
6113,0.72,5,1,92.2
6114,0.64,2,1,100
6115,0.8,8,3,96.8
6116,0.89,2,1,98.3
6117,0.37,4,3,76.4
6118,0.62,8,2,93
6119,0.51,7,2,94.9
6120,0.4,3,4,75.9
6121,0.75,2,3,82.4
6122,0.76,4,4,90.2
6123,0.23,3,3,88.1
6124,0.45,4,1,94.9
6125,0.21,7,2,90.7
6126,0.62,6,3,100
6127,0.65,5,2,92.6
6128,0.44,3,3,74
6129,0.6,2,1,100
6130,0.6,2,3,81.6
6131,0.79,4,3,95.8
6132,0.73,3,3,87
6133,0.34,7,1,82.8
6134,0.59,4,2,88.1
6135,0.31,5,2,79.7
6136,0.66,3,4,78.9
6137,0.26,7,1,95.3
6138,0.76,2,3,94.3
6139,0.76,7,1,94.5
6140,0.4,5,2,97.6
6141,0.36,7,2,90.7
6142,0.51,7,2,100
6143,0.34,7,2,86.3
6144,0.25,5,2,86.1
6145,0.76,7,1,100
6146,0.23,8,3,79.1
6147,0.65,3,3,99.3
6148,0.53,2,4,80.6
6149,0.59,5,4,97.1
6150,0.34,2,2,88.9
6151,0.25,6,3,86.8
6152,0.87,3,4,85
6153,0.2,6,3,80.8
6154,0.8,4,2,100
6155,0.21,2,1,81.1
6156,0.49,6,2,80.4
6157,0.74,4,2,86.8
6158,0.3,6,3,88.4
6159,0.47,8,2,88.7
6160,0.61,5,2,100
6161,0.53,5,3,83.3
6162,0.49,7,3,93.1
6163,0.82,2,4,92.8
6164,0.51,4,1,83.8
6165,0.3,5,1,98.2
6166,0.42,4,4,86
6167,0.86,7,2,100
6168,0.66,7,2,84.4
6169,0.31,4,4,87.4
6170,0.89,5,3,95
6171,0.64,2,3,75.9
6172,0.72,2,2,96.6
6173,0.8,8,1,91.4
6174,0.46,8,2,97.2
6175,0.34,4,3,86.7
6176,0.62,3,3,88.6
6177,0.88,5,2,100
6178,0.7,4,3,79.3
6179,0.76,2,4,84.6
6180,0.28,7,3,100
6181,0.36,6,3,80
6182,0.82,6,2,92.5
6183,0.75,3,2,89.8
6184,0.8,2,3,86.5
6185,0.54,6,4,84.1
6186,0.21,4,3,84.3
6187,0.81,7,4,98
6188,0.88,3,3,100
6189,0.44,5,3,94.7
6190,0.38,4,3,83.9
6191,0.7,4,4,95.5
6192,0.74,5,3,79.5
6193,0.36,5,4,91
6194,0.65,6,4,80.2
6195,0.64,5,3,86.9
6196,0.77,4,3,86.8
6197,0.7,3,3,96.5
6198,0.37,5,3,90.5
6199,0.71,7,4,89.7
6200,0.42,5,4,94.2
6201,0.76,6,4,84.3
6202,0.22,3,1,82.4
6203,0.7,6,3,99.4
6204,0.77,4,4,100
6205,0.86,5,2,100
6206,0.33,3,4,84.9
6207,0.64,4,3,79.3
6208,0.81,5,2,91.1
6209,0.49,7,2,91.5
6210,0.51,7,2,100
6211,0.5,7,3,100
6212,0.51,2,4,92.3
6213,0.49,5,3,87.2
6214,0.76,3,2,85.4
6215,0.88,4,2,95.3
6216,0.64,6,4,96.8
6217,0.36,8,3,89.8
6218,0.58,4,3,85.1
6219,0.84,4,2,100
6220,0.2,5,2,88.6
6221,0.49,8,2,93.3
6222,0.85,5,2,100
6223,0.22,8,2,83.4
6224,0.79,7,1,88.6
6225,0.54,7,2,94
6226,0.64,6,2,84
6227,0.24,3,2,97.7
6228,0.4,3,2,87
6229,0.39,8,4,80.8
6230,0.82,6,3,91.6
6231,0.2,6,3,93
6232,0.32,4,3,97.7
6233,0.71,7,3,95.8
6234,0.47,5,2,90.8
6235,0.76,4,4,99.7
6236,0.37,4,4,79.2
6237,0.74,3,3,90.2
6238,0.58,3,2,100
6239,0.3,6,3,78.4
6240,0.22,6,3,88.6
6241,0.34,3,4,87.5
6242,0.45,8,3,84.6
6243,0.58,5,3,81.7
6244,0.6,7,2,92.7
6245,0.57,5,4,78.6
6246,0.31,6,1,88.5
6247,0.41,4,2,83.3
6248,0.56,5,3,82.6
6249,0.28,6,3,89.4
6250,0.58,6,2,87.8
6251,0.33,6,2,79.4
6252,0.45,7,2,95.2
6253,0.6,3,3,79.9
6254,0.57,5,3,89.8
6255,0.78,4,3,90.6
6256,0.28,5,3,95.6
6257,0.51,5,3,91.4
6258,0.84,6,4,90
6259,0.88,5,2,89.1
6260,0.78,5,4,79.8
6261,0.64,2,3,82.2
6262,0.41,6,2,93.8
6263,0.43,6,3,81.9
6264,0.49,6,2,80.4
6265,0.44,4,4,81.7
6266,0.89,5,2,89.2
6267,0.62,4,1,100
6268,0.64,2,3,96.1
6269,0.71,5,1,91.4
6270,0.77,8,2,100
6271,0.57,6,1,97
6272,0.53,2,3,88.8
6273,0.55,7,3,83.1
6274,0.57,6,4,79.7
6275,0.72,5,1,97
6276,0.45,7,3,75.6
6277,0.88,7,1,91.1
6278,0.54,8,3,83.6
6279,0.75,5,1,100
6280,0.81,7,2,80.6
6281,0.47,6,4,88.4
6282,0.59,5,4,89.5
6283,0.38,3,3,76.4
6284,0.53,4,3,98.3
6285,0.71,3,2,89.2
6286,0.69,8,3,85.9
6287,0.78,6,3,100
6288,0.23,4,3,85.9
6289,0.76,6,3,94.4
6290,0.21,5,3,89
6291,0.37,7,2,88.4
6292,0.85,7,3,100
6293,0.61,4,3,80.1
6294,0.74,8,1,100
6295,0.34,3,2,83
6296,0.65,3,4,82.7
6297,0.56,8,2,99.7
6298,0.77,4,3,83.4
6299,0.27,6,2,89.1
6300,0.64,5,3,97.5
6301,0.88,4,2,94
6302,0.21,5,1,100
6303,0.21,7,2,89.8
6304,0.34,5,2,81.5
6305,0.22,5,2,98.2
6306,0.57,2,4,94.9
6307,0.22,4,3,92.9
6308,0.74,6,3,91.3
6309,0.59,7,2,88
6310,0.74,5,3,84.3
6311,0.5,4,1,92.4
6312,0.63,4,3,98
6313,0.53,3,1,88.3
6314,0.48,8,3,100
6315,0.37,3,2,78.5
6316,0.88,6,2,89.8
6317,0.74,8,3,82
6318,0.67,7,3,100
6319,0.62,6,2,94
6320,0.8,7,2,94.8
6321,0.43,6,1,89
6322,0.48,7,2,95.8
6323,0.31,6,2,98.2
6324,0.8,4,4,92.2
6325,0.69,4,2,88
6326,0.73,4,3,86.1
6327,0.64,2,2,83.1
6328,0.32,7,3,87.8
6329,0.82,8,3,98.5
6330,0.8,6,2,92.2
6331,0.89,8,2,95.5
6332,0.69,3,3,81.1
6333,0.58,3,1,92.6
6334,0.24,7,1,81.5
6335,0.81,7,3,98.3
6336,0.36,6,3,91.4
6337,0.29,3,4,96.6
6338,0.28,5,1,97.2
6339,0.83,4,2,90.2
6340,0.42,7,2,87.3
6341,0.42,7,1,89.9
6342,0.32,4,1,87.4
6343,0.34,2,3,85.6
6344,0.51,5,2,85.9
6345,0.49,7,2,100
6346,0.24,3,4,74.9
6347,0.68,5,3,92.1
6348,0.51,5,3,89.3
6349,0.43,5,2,90.2
6350,0.71,6,4,93.1
6351,0.81,5,4,89.4
6352,0.32,4,2,82.4
6353,0.25,8,3,78.8
6354,0.27,7,3,85.7
6355,0.45,5,2,91.7
6356,0.52,8,1,100
6357,0.76,7,1,92.4
6358,0.83,8,2,95.1
6359,0.47,5,4,91
6360,0.55,5,3,84.6
6361,0.56,7,2,93.3
6362,0.41,8,3,89
6363,0.86,6,2,100
6364,0.8,6,1,100
6365,0.6,8,4,91.5
6366,0.65,7,3,90.9
6367,0.59,7,3,80.6
6368,0.32,6,4,96.4
6369,0.36,3,2,100
6370,0.59,7,2,96.5
6371,0.67,4,2,98.4
6372,0.69,7,4,81.5
6373,0.4,5,2,83.2
6374,0.88,7,2,90.2
6375,0.87,4,1,100
6376,0.22,2,2,83.2
6377,0.27,7,2,75.5
6378,0.3,5,3,87.6
6379,0.87,5,2,100
6380,0.89,8,2,92.1
6381,0.29,6,1,96.7
6382,0.24,3,4,85.9
6383,0.34,5,4,73.7
6384,0.32,6,2,87.8
6385,0.75,3,3,83.2
6386,0.48,7,4,76.5
6387,0.84,5,3,96.2
6388,0.28,8,1,87.5
6389,0.8,8,1,97.4
6390,0.32,7,2,92.8
6391,0.31,7,2,85.5
6392,0.56,3,3,91.2
6393,0.31,6,3,92.3
6394,0.56,7,3,92.4
6395,0.41,7,1,95.3
6396,0.78,6,3,89.7
6397,0.68,4,2,100
6398,0.76,2,3,84.5
6399,0.65,4,2,82.8
6400,0.77,4,2,91.1
6401,0.79,6,2,100
6402,0.45,6,1,89.3
6403,0.7,2,1,96.4
6404,0.28,3,4,75.2
6405,0.54,7,1,90.4
6406,0.42,6,1,90.7
6407,0.63,3,3,93.2
6408,0.26,6,2,78.9
6409,0.56,7,3,97.3
6410,0.31,5,3,77.9
6411,0.82,8,4,94.1
6412,0.7,3,2,100
6413,0.7,8,1,95.1
6414,0.39,6,1,85.1
6415,0.71,5,2,97.4
6416,0.42,3,3,76.7
6417,0.68,6,3,98.3
6418,0.78,8,4,77.6
6419,0.78,4,2,100
6420,0.84,7,4,94.1
6421,0.4,6,3,87.1
6422,0.22,6,2,88.2
6423,0.84,5,3,89
6424,0.32,6,1,83.3
6425,0.35,8,3,91.6
6426,0.25,4,2,95
6427,0.47,7,2,88.8
6428,0.85,7,2,100
6429,0.52,3,4,85.6
6430,0.42,8,1,90.2
6431,0.67,4,4,88.5
6432,0.77,8,2,98.2
6433,0.24,5,3,91.9
6434,0.37,8,1,97.7
6435,0.33,3,3,82.3
6436,0.44,6,3,95.9
6437,0.32,5,2,97.1
6438,0.22,7,2,90.7
6439,0.34,4,2,91.2
6440,0.64,5,3,95.7
6441,0.65,8,4,82.9
6442,0.23,2,4,68.7
6443,0.83,6,2,86.5
6444,0.48,5,4,89.5
6445,0.58,5,2,89.7
6446,0.76,2,4,82.2
6447,0.88,2,1,81.2
6448,0.87,2,4,93.9
6449,0.47,2,3,73
6450,0.5,7,3,81.7
6451,0.31,6,3,92.4
6452,0.38,7,1,82.9
6453,0.6,7,2,88.4
6454,0.22,4,2,89.3
6455,0.5,7,3,85.1
6456,0.62,7,3,90.4
6457,0.89,6,3,89
6458,0.45,5,2,91.2
6459,0.53,6,1,85.2
6460,0.35,7,3,91.5
6461,0.24,4,1,94.1
6462,0.73,4,3,83.1
6463,0.6,7,2,86.1
6464,0.59,6,3,84
6465,0.23,5,1,93.4
6466,0.27,8,4,76.6
6467,0.63,4,4,82.6
6468,0.84,8,4,82
6469,0.84,5,4,85.4
6470,0.21,3,2,81.7
6471,0.73,4,3,87.5
6472,0.35,6,4,87
6473,0.38,3,2,95.1
6474,0.33,5,2,89.1
6475,0.3,5,3,86.1
6476,0.68,3,3,88.3
6477,0.56,7,1,93.1
6478,0.64,3,3,99.1
6479,0.73,5,1,97.1
6480,0.32,4,2,81.6
6481,0.89,7,2,100
6482,0.73,7,2,88
6483,0.62,4,4,93.5
6484,0.58,3,3,94.4
6485,0.44,6,4,90.4
6486,0.56,7,3,78.5
6487,0.35,6,4,75.9
6488,0.73,8,3,85.6
6489,0.68,7,2,82.4
6490,0.64,5,2,100
6491,0.53,2,4,72.8
6492,0.21,5,1,100
6493,0.31,4,2,78
6494,0.69,7,3,81.6
6495,0.73,3,3,89.2
6496,0.25,3,3,89.5
6497,0.42,4,2,77.9
6498,0.47,6,3,85
6499,0.2,5,2,83.8
6500,0.3,7,2,86.7
6501,0.59,6,2,93.1
6502,0.69,5,4,95.8
6503,0.35,7,4,88.5
6504,0.51,6,3,86.4
6505,0.47,2,3,92.4
6506,0.65,3,3,83.5
6507,0.66,2,4,86.3
6508,0.75,3,1,88.6
6509,0.81,7,3,94.2
6510,0.82,4,3,80.2
6511,0.88,7,3,90.1
6512,0.3,6,3,89.5
6513,0.32,4,3,97.6
6514,0.26,8,3,93.5
6515,0.36,6,4,82.4
6516,0.6,2,2,86.4
6517,0.28,8,2,91.4
6518,0.57,3,2,96.1
6519,0.48,7,3,75.6
6520,0.5,2,3,96.9
6521,0.87,3,4,93.4
6522,0.73,6,3,94.2
6523,0.54,7,3,87.6
6524,0.89,4,3,100
6525,0.67,4,4,74.1
6526,0.54,4,3,83
6527,0.58,5,4,93.7
6528,0.31,5,4,85.7
6529,0.25,3,3,90.7
6530,0.48,5,1,84.7
6531,0.78,5,4,93.4
6532,0.74,7,2,94.2
6533,0.79,6,2,97.3
6534,0.59,7,2,89.1
6535,0.39,3,3,96.6
6536,0.72,2,1,100
6537,0.68,3,2,82.4
6538,0.65,3,3,82.4
6539,0.26,4,2,79.6
6540,0.62,6,3,88.9
6541,0.55,4,3,88.5
6542,0.89,7,1,100
6543,0.61,5,3,88.1
6544,0.51,5,1,89.8
6545,0.83,3,3,98
6546,0.88,8,4,100
6547,0.61,3,4,95.6
6548,0.9,4,3,100
6549,0.77,3,1,86
6550,0.72,7,3,89.4
6551,0.85,4,1,87.3
6552,0.31,7,1,98.3
6553,0.77,4,3,81
6554,0.2,6,2,88.6
6555,0.4,5,3,91.4
6556,0.88,5,1,87.5
6557,0.4,6,1,94.3
6558,0.85,6,2,98.6
6559,0.88,6,4,87
6560,0.61,3,3,94.5
6561,0.2,2,1,97.8
6562,0.89,4,1,96.4
6563,0.39,2,1,87.1
6564,0.64,8,3,96.5
6565,0.7,7,3,85.6
6566,0.39,4,1,95.3
6567,0.75,4,2,88.9
6568,0.33,8,2,90.4
6569,0.81,4,3,77.4
6570,0.46,7,3,93.1
6571,0.31,4,4,83.7
6572,0.31,2,3,90.6
6573,0.88,8,3,87.4
6574,0.31,3,2,72.8
6575,0.76,4,4,84.3
6576,0.61,6,4,76.4
6577,0.28,2,2,88
6578,0.45,5,3,88.4
6579,0.88,3,2,81.7
6580,0.21,7,1,99.5
6581,0.34,3,3,86.4
6582,0.28,4,3,95.2
6583,0.3,6,1,94.5
6584,0.56,6,3,87.6
6585,0.66,3,2,95.1
6586,0.75,4,3,88.5
6587,0.46,3,4,77.3
6588,0.36,5,3,95.2
6589,0.37,8,4,78.4
6590,0.79,7,1,100
6591,0.4,6,1,95.7
6592,0.49,8,4,88.2
6593,0.76,4,4,88.5
6594,0.58,5,3,85.9
6595,0.8,3,3,100
6596,0.34,4,1,87.5
6597,0.4,7,3,99.4
6598,0.42,4,1,81.5
6599,0.28,7,3,96
6600,0.56,8,4,79.8
6601,0.33,8,1,89.2
6602,0.65,7,2,89.7
6603,0.43,4,2,87.6
6604,0.71,2,2,93.3
6605,0.51,7,3,90.6
6606,0.39,4,2,86.3
6607,0.53,7,3,92.8
6608,0.75,6,3,100
6609,0.48,7,2,94.3
6610,0.54,6,2,94
6611,0.89,5,2,96.2
6612,0.43,6,3,100
6613,0.24,4,2,80.5
6614,0.51,3,2,80.1
6615,0.58,6,2,93.7
6616,0.36,5,4,97
6617,0.49,7,3,97.7
6618,0.53,4,3,90.8
6619,0.55,8,2,87.2
6620,0.58,4,2,97.8
6621,0.59,3,3,84.9
6622,0.31,6,3,90.8
6623,0.83,3,2,99.3
6624,0.69,3,4,83.2
6625,0.53,8,2,96.1
6626,0.58,3,3,89.7
6627,0.33,7,3,87.9
6628,0.33,7,3,94.5
6629,0.79,5,3,100
6630,0.69,8,1,89
6631,0.23,4,3,92.5
6632,0.27,3,3,84.7
6633,0.36,5,2,91.4
6634,0.71,6,3,94.7
6635,0.87,4,1,88
6636,0.5,3,2,94.2
6637,0.36,5,2,94.8
6638,0.71,4,1,100
6639,0.2,7,2,80.2
6640,0.69,6,2,91.9
6641,0.69,7,2,100
6642,0.32,6,1,82.8
6643,0.77,8,4,88.1
6644,0.72,7,3,100
6645,0.24,3,3,92.4
6646,0.26,6,2,83.3
6647,0.7,3,1,100
6648,0.31,3,2,89.2
6649,0.43,2,3,90.5
6650,0.26,5,2,83.9
6651,0.64,5,3,90.2
6652,0.64,4,3,82
6653,0.51,6,2,94.9
6654,0.25,2,2,80.3
6655,0.61,4,2,100
6656,0.73,6,1,90.9
6657,0.62,7,3,82.2
6658,0.61,4,3,97.3
6659,0.89,5,3,92.7
6660,0.43,6,1,92.7
6661,0.78,4,4,96.1
6662,0.41,6,2,94.7
6663,0.88,3,2,81.5
6664,0.32,3,4,80.8
6665,0.42,6,2,88.8
6666,0.46,7,2,94.1
6667,0.89,7,2,94.5
6668,0.69,8,3,80.2
6669,0.65,3,3,84.8
6670,0.27,3,3,79
6671,0.78,6,3,84.7
6672,0.59,5,2,83.7
6673,0.3,2,2,78.1
6674,0.81,3,3,100
6675,0.89,7,4,85.1
6676,0.34,4,1,89
6677,0.47,7,2,86.9
6678,0.72,5,3,100
6679,0.49,6,1,93.4
6680,0.4,5,3,99.4
6681,0.63,7,3,96.5
6682,0.25,2,3,75.3
6683,0.67,5,1,92.3
6684,0.31,6,1,86.1
6685,0.52,3,2,82.5
6686,0.58,8,2,88.1
6687,0.26,7,2,76.1
6688,0.8,6,4,88.3
6689,0.37,6,3,95.8
6690,0.66,5,2,100
6691,0.29,7,1,94.9
6692,0.29,7,2,83.5
6693,0.42,3,4,84.8
6694,0.64,2,3,77.7
6695,0.62,5,1,100
6696,0.32,5,3,87.7
6697,0.68,7,2,86.7
6698,0.32,7,2,85.2
6699,0.6,4,3,85.1
6700,0.21,3,3,77
6701,0.53,7,3,87.9
6702,0.61,3,2,88.1
6703,0.74,4,3,95.4
6704,0.32,2,2,84.9
6705,0.64,5,3,88.4
6706,0.44,7,2,86.5
6707,0.6,6,2,100
6708,0.44,4,3,94.7
6709,0.22,7,4,86.1
6710,0.86,4,4,94.4
6711,0.28,7,2,84.8
6712,0.41,6,2,83.7
6713,0.23,7,3,86.6
6714,0.41,7,4,79.5
6715,0.4,8,3,94.7
6716,0.87,7,4,84.2
6717,0.71,6,1,93.5
6718,0.2,5,2,91
6719,0.86,3,4,93.5
6720,0.53,5,3,92.3
6721,0.51,2,3,84.3
6722,0.6,7,2,86.9
6723,0.83,5,1,91.3
6724,0.41,5,3,97.8
6725,0.38,6,2,84.6
6726,0.76,6,4,88
6727,0.78,7,2,98.1
6728,0.84,4,4,86.1
6729,0.54,2,4,79.5
6730,0.83,4,3,95.9
6731,0.78,7,2,89.3
6732,0.56,3,2,95.7
6733,0.3,4,1,93
6734,0.76,4,2,93.7
6735,0.52,2,3,89.2
6736,0.55,2,4,79.8
6737,0.52,5,4,98.3
6738,0.6,4,2,91.1
6739,0.21,5,1,77.3
6740,0.71,6,4,88.4
6741,0.47,5,3,86.4
6742,0.41,5,1,93.2
6743,0.49,8,4,79
6744,0.39,4,1,91.8
